inchikey,annotation_status,n_input_rows,n_input_smiles,n_valid_smiles,n_unique_standardized_smiles,structure_conflict,representative_input_smiles,canonical_smiles,standardized_smiles,rdkit_inchikey,input_fragment_count,stereo_fallback_used,annotation_error_message,inchikey_exact_match,inchikey_connectivity_match,n_phenolic_OH,has_phenolic_OH,n_methoxy_aryl,has_methoxy_aryl,n_prenyl_like,has_prenyl_like,n_alpha_beta_unsaturated_carbonyl,has_alpha_beta_unsaturated_carbonyl,n_probable_sugar_rings,has_probable_sugar_ring,has_probable_sugar,bemis_murcko_scaffold_smiles,bemis_murcko_generic_scaffold_smiles,bemis_murcko_scaffold_atom_count,has_bemis_murcko_scaffold,murcko_framework,murko_framework,mw,exact_mw,logp,tpsa,fsp3,num_HBD,num_HBA,num_rings,num_aromatic_rings,num_rotatable_bonds,heavy_atom_number,formal_charge,fragment_count_after_standardization,selected_motif_count,is_simple_selected_motifs,decoration_combination,all_motif_combination,standardized_rdkit_inchikey,standardized_inchikey_exact_match,standardized_inchikey_connectivity_match,num_carbons,num_oxygens,num_nitrogens,num_sulfurs,num_halogens,largest_input_fragment_heavy_atoms,second_input_fragment_heavy_atoms,substantial_multicomponent_input,qc_zero_oxygen,qc_carbon_count_below_14,qc_contains_nitrogen,qc_contains_sulfur,qc_contains_halogen,primary_structure_eligible,structural_qc_status,structural_qc_reasons,class_np,family,genus,species,ref_id
ABLZJMDXNZTQKT-SOFGYWHQSA-N,valid,1,1,1,1,False,COc1ccc(/C=C/C(=O)c2c(OC)cc3c(c2O)C=CC(C)(C)O3)cc1OC,COc1ccc(/C=C/C(=O)c2c(OC)cc3c(c2O)C=CC(C)(C)O3)cc1OC,COc1ccc(/C=C/C(=O)c2c(OC)cc3c(c2O)C=CC(C)(C)O3)cc1OC,ABLZJMDXNZTQKT-SOFGYWHQSA-N,1,False,,True,True,1,True,3,True,0,False,1,True,0,False,False,O=C(C=Cc1ccccc1)c1ccc2c(c1)C=CCO2,CC(CCC1CCCCC1)C1CCC2CCCCC2C1,20,True,O=C(C=Cc1ccccc1)c1ccc2c(c1)C=CCO2,O=C(C=Cc1ccccc1)c1ccc2c(c1)C=CCO2,396.43900000000014,396.15728848799995,4.498300000000005,74.22000000000001,0.2608695652173913,1,6,3,2,6,29,0,1,1,False,methoxy_aryl,phenolic_OH+methoxy_aryl+alpha_beta_unsaturated_carbonyl,ABLZJMDXNZTQKT-SOFGYWHQSA-N,True,True,23,6,0,0,0,29,,False,False,False,False,False,False,True,pass,,Chalcones,Rutaceae,Glycosmis,Glycosmis parviflora,10.1016/0031-9422(95)00171-3
ABLZJMDXNZTQKT-UHFFFAOYSA-N,valid,1,1,1,1,False,COc1ccc(C=CC(=O)c2c(OC)cc3c(c2O)C=CC(C)(C)O3)cc1OC,COc1ccc(C=CC(=O)c2c(OC)cc3c(c2O)C=CC(C)(C)O3)cc1OC,COc1ccc(C=CC(=O)c2c(OC)cc3c(c2O)C=CC(C)(C)O3)cc1OC,ABLZJMDXNZTQKT-UHFFFAOYSA-N,1,False,,True,True,1,True,3,True,0,False,1,True,0,False,False,O=C(C=Cc1ccccc1)c1ccc2c(c1)C=CCO2,CC(CCC1CCCCC1)C1CCC2CCCCC2C1,20,True,O=C(C=Cc1ccccc1)c1ccc2c(c1)C=CCO2,O=C(C=Cc1ccccc1)c1ccc2c(c1)C=CCO2,396.43900000000014,396.15728848799995,4.498300000000005,74.22000000000001,0.2608695652173913,1,6,3,2,6,29,0,1,1,False,methoxy_aryl,phenolic_OH+methoxy_aryl+alpha_beta_unsaturated_carbonyl,ABLZJMDXNZTQKT-UHFFFAOYSA-N,True,True,23,6,0,0,0,29,,False,False,False,False,False,False,True,pass,,Chalcones,Rutaceae,Glycosmis,Glycosmis parviflora,10.1016/0031-9422(95)00171-3
ABOSSEFROBUJKH-UHFFFAOYSA-N,valid,3,1,1,1,False,COc1cc2occ(-c3ccc4c(c3)OCO4)c(=O)c2cc1OC,COc1cc2occ(-c3ccc4c(c3)OCO4)c(=O)c2cc1OC,COc1cc2occ(-c3ccc4c(c3)OCO4)c(=O)c2cc1OC,ABOSSEFROBUJKH-UHFFFAOYSA-N,1,False,,True,True,0,False,2,True,0,False,0,False,0,False,False,O=c1c(-c2ccc3c(c2)OCO3)coc2ccccc12,CC1C2CCCCC2CCC1C1CCC2CCCC2C1,20,True,O=c1c(-c2ccc3c(c2)OCO3)coc2ccccc12,O=c1c(-c2ccc3c(c2)OCO3)coc2ccccc12,326.3040000000001,326.079038168,3.2059000000000015,67.13,0.16666666666666666,0,6,4,3,3,24,0,1,1,False,methoxy_aryl,methoxy_aryl,ABOSSEFROBUJKH-UHFFFAOYSA-N,True,True,18,6,0,0,0,24,,False,False,False,False,False,False,True,pass,,Isoflavones,Fabaceae,Ateleia;Cordyla;Millettia,Ateleia herbert-smithii;Cordyla africana;Millettia puguensis,10.1021/NP020425U;10.1039/P19730002222;10.1055/S-2006-951689
ABQFAJSGVWQVGF-MHZLTWQESA-N,valid,5,1,1,1,False,CC(C)=CCc1cc([C@@H]2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)cc(CC=C(C)C)c1O,CC(C)=CCc1cc([C@@H]2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)cc(CC=C(C)C)c1O,CC(C)=CCc1cc([C@@H]2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)cc(CC=C(C)C)c1O,ABQFAJSGVWQVGF-MHZLTWQESA-N,1,False,,True,True,3,True,0,False,3,True,0,False,0,False,False,O=C1CC(c2ccccc2)Oc2ccccc21,CC1CC(C2CCCCC2)CC2CCCCC12,17,True,O=C1CC(c2ccccc2)Oc2ccccc21,O=C1CC(c2ccccc2)Oc2ccccc21,476.61300000000034,476.2562742519999,7.0360000000000085,86.99000000000001,0.36666666666666664,3,5,3,2,7,35,0,1,1,False,prenyl_like,phenolic_OH+prenyl_like,ABQFAJSGVWQVGF-MHZLTWQESA-N,True,True,30,5,0,0,0,35,,False,False,False,False,False,False,True,pass,,Flavanones,Fabaceae,Erythrina;Maackia;Millettia,Erythrina subumbrans;Maackia amurensis;Millettia pulchra,10.1016/S0031-9422(00)80349-0;10.1016/S0031-9422(00)97051-1;10.1021/NP070506W;10.1023/B:CONC.0000018120.22592.36;10.1248/CPB.57.302
ABQFAJSGVWQVGF-UHFFFAOYSA-N,valid,3,1,1,1,False,CC(C)=CCc1cc(C2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)cc(CC=C(C)C)c1O,CC(C)=CCc1cc(C2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)cc(CC=C(C)C)c1O,CC(C)=CCc1cc(C2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)cc(CC=C(C)C)c1O,ABQFAJSGVWQVGF-UHFFFAOYSA-N,1,False,,True,True,3,True,0,False,3,True,0,False,0,False,False,O=C1CC(c2ccccc2)Oc2ccccc21,CC1CC(C2CCCCC2)CC2CCCCC12,17,True,O=C1CC(c2ccccc2)Oc2ccccc21,O=C1CC(c2ccccc2)Oc2ccccc21,476.61300000000034,476.2562742519999,7.0360000000000085,86.99000000000001,0.36666666666666664,3,5,3,2,7,35,0,1,1,False,prenyl_like,phenolic_OH+prenyl_like,ABQFAJSGVWQVGF-UHFFFAOYSA-N,True,True,30,5,0,0,0,35,,False,False,False,False,False,False,True,pass,,Flavanones,Fabaceae,Erythrina;Maackia;Millettia,Erythrina subumbrans;Maackia amurensis;Millettia pulchra,10.1016/S0031-9422(00)80349-0;10.1021/NP070506W;10.1023/B:CONC.0000018120.22592.36
ABSGILSFGPQVOT-UHFFFAOYSA-N,valid,1,1,1,1,False,O=C(C=Cc1ccccc1)c1cc2occc2cc1O,O=C(C=Cc1ccccc1)c1cc2occc2cc1O,O=C(C=Cc1ccccc1)c1cc2occc2cc1O,ABSGILSFGPQVOT-UHFFFAOYSA-N,1,False,,True,True,1,True,0,False,0,False,1,True,0,False,False,O=C(C=Cc1ccccc1)c1ccc2ccoc2c1,CC(CCC1CCCCC1)C1CCC2CCCC2C1,19,True,O=C(C=Cc1ccccc1)c1ccc2ccoc2c1,O=C(C=Cc1ccccc1)c1ccc2ccoc2c1,264.28,264.07864424400003,4.034500000000002,50.44,0.0,1,3,3,3,3,20,0,1,0,True,none_of_selected_motifs,phenolic_OH+alpha_beta_unsaturated_carbonyl,ABSGILSFGPQVOT-UHFFFAOYSA-N,True,True,17,3,0,0,0,20,,False,False,False,False,False,False,True,pass,,Chalcones,Fabaceae,Millettia,Millettia erythrocalyx,10.1016/S0031-9422(02)00337-0
ABSGILSFGPQVOT-VOTSOKGWSA-N,valid,1,1,1,1,False,O=C(/C=C/c1ccccc1)c1cc2occc2cc1O,O=C(/C=C/c1ccccc1)c1cc2occc2cc1O,O=C(/C=C/c1ccccc1)c1cc2occc2cc1O,ABSGILSFGPQVOT-VOTSOKGWSA-N,1,False,,True,True,1,True,0,False,0,False,1,True,0,False,False,O=C(C=Cc1ccccc1)c1ccc2ccoc2c1,CC(CCC1CCCCC1)C1CCC2CCCC2C1,19,True,O=C(C=Cc1ccccc1)c1ccc2ccoc2c1,O=C(C=Cc1ccccc1)c1ccc2ccoc2c1,264.28,264.07864424400003,4.034500000000002,50.44,0.0,1,3,3,3,3,20,0,1,0,True,none_of_selected_motifs,phenolic_OH+alpha_beta_unsaturated_carbonyl,ABSGILSFGPQVOT-VOTSOKGWSA-N,True,True,17,3,0,0,0,20,,False,False,False,False,False,False,True,pass,,Chalcones,Fabaceae,Millettia,Millettia erythrocalyx,10.1016/S0031-9422(02)00337-0
ABUBCBFUQXIEAU-UHFFFAOYSA-N,valid,1,1,1,1,False,COc1c(O)cc2c(-c3ccccc3)cc(=O)oc2c1OC,COc1c(O)cc2c(-c3ccccc3)cc(=O)oc2c1OC,COc1c(O)cc2c(-c3ccccc3)cc(=O)oc2c1OC,ABUBCBFUQXIEAU-UHFFFAOYSA-N,1,False,,True,True,1,True,2,True,0,False,0,False,0,False,False,O=c1cc(-c2ccccc2)c2ccccc2o1,CC1CC2CCCCC2C(C2CCCCC2)C1,17,True,O=c1cc(-c2ccccc2)c2ccccc2o1,O=c1cc(-c2ccccc2)c2ccccc2o1,298.29400000000004,298.084123548,3.182800000000001,68.9,0.11764705882352941,1,5,3,3,3,22,0,1,1,False,methoxy_aryl,phenolic_OH+methoxy_aryl,ABUBCBFUQXIEAU-UHFFFAOYSA-N,True,True,17,5,0,0,0,22,,False,False,False,False,False,False,True,pass,,Neoflavonoids,Fabaceae,Dalbergia,Dalbergia nigra,10.1016/J.PHYTOCHEM.2010.04.011
ABUBWVZSQKAKIK-DBVUQKKJSA-N,valid,1,1,1,1,False,C=C(CO)[C@@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(O)c(OC)cc4[C@@H]2C3=O)O1,C=C(CO)[C@@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(O)c(OC)cc4[C@@H]2C3=O)O1,C=C(CO)[C@@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(O)c(OC)cc4[C@@H]2C3=O)O1,ABUBWVZSQKAKIK-DBVUQKKJSA-N,1,False,,True,True,1,True,1,True,1,True,0,False,0,False,False,O=C1c2ccc3c(c2OC2COc4ccccc4C12)CCO3,CC1C2CCC3CCCC3C2CC2CCC3CCCCC3C21,22,True,O=C1c2ccc3c(c2OC2COc4ccccc4C12)CCO3,O=C1c2ccc3c(c2OC2COc4ccccc4C12)CCO3,396.39500000000015,396.1209029799999,2.3727,94.45,0.3181818181818182,2,7,5,2,3,29,0,1,2,False,methoxy_aryl+prenyl_like,phenolic_OH+methoxy_aryl+prenyl_like,ABUBWVZSQKAKIK-DBVUQKKJSA-N,True,True,22,7,0,0,0,29,,False,False,False,False,False,False,True,pass,,Rotenoids,Fabaceae,Amorpha,Amorpha fruticosa,10.1055/S-2007-969462
ABVQXBOSWJJSHC-UHFFFAOYSA-N,valid,1,1,1,1,False,O=C1CC(c2ccc(O)c(-c3c(O)ccc4c3OC(c3cc(O)c(O)c(O)c3)CC4=O)c2)Oc2cc(O)ccc21,O=C1CC(c2ccc(O)c(-c3c(O)ccc4c3OC(c3cc(O)c(O)c(O)c3)CC4=O)c2)Oc2cc(O)ccc21,O=C1CC(c2ccc(O)c(-c3c(O)ccc4c3OC(c3cc(O)c(O)c(O)c3)CC4=O)c2)Oc2cc(O)ccc21,ABVQXBOSWJJSHC-UHFFFAOYSA-N,1,False,,True,True,6,True,0,False,0,False,0,False,0,False,False,O=C1CC(c2cccc(-c3cccc4c3OC(c3ccccc3)CC4=O)c2)Oc2ccccc21,CC1CC(C2CCCC(C3CCCC4C(C)CC(C5CCCCC5)CC43)C2)CC2CCCCC12,34,True,O=C1CC(c2cccc(-c3cccc4c3OC(c3ccccc3)CC4=O)c2)Oc2ccccc21,O=C1CC(c2cccc(-c3cccc4c3OC(c3ccccc3)CC4=O)c2)Oc2ccccc21,542.4960000000003,542.1212969039999,5.000200000000006,173.98,0.13333333333333333,6,10,6,4,3,40,0,1,0,True,none_of_selected_motifs,phenolic_OH,ABVQXBOSWJJSHC-UHFFFAOYSA-N,True,True,30,10,0,0,0,40,,False,False,False,False,False,False,True,pass,,Flavanones,Anacardiaceae,Semecarpus,Semecarpus anacardium,10.1016/S0031-9422(00)83184-2
ABVQXBOSWJJSHC-UIOOFZCWSA-N,valid,1,1,1,1,False,O=C1C[C@@H](c2ccc(O)c(-c3c(O)ccc4c3O[C@H](c3cc(O)c(O)c(O)c3)CC4=O)c2)Oc2cc(O)ccc21,O=C1C[C@@H](c2ccc(O)c(-c3c(O)ccc4c3O[C@H](c3cc(O)c(O)c(O)c3)CC4=O)c2)Oc2cc(O)ccc21,O=C1C[C@@H](c2ccc(O)c(-c3c(O)ccc4c3O[C@H](c3cc(O)c(O)c(O)c3)CC4=O)c2)Oc2cc(O)ccc21,ABVQXBOSWJJSHC-UIOOFZCWSA-N,1,False,,True,True,6,True,0,False,0,False,0,False,0,False,False,O=C1CC(c2cccc(-c3cccc4c3OC(c3ccccc3)CC4=O)c2)Oc2ccccc21,CC1CC(C2CCCC(C3CCCC4C(C)CC(C5CCCCC5)CC43)C2)CC2CCCCC12,34,True,O=C1CC(c2cccc(-c3cccc4c3OC(c3ccccc3)CC4=O)c2)Oc2ccccc21,O=C1CC(c2cccc(-c3cccc4c3OC(c3ccccc3)CC4=O)c2)Oc2ccccc21,542.4960000000003,542.1212969039999,5.000200000000006,173.98,0.13333333333333333,6,10,6,4,3,40,0,1,0,True,none_of_selected_motifs,phenolic_OH,ABVQXBOSWJJSHC-UIOOFZCWSA-N,True,True,30,10,0,0,0,40,,False,False,False,False,False,False,True,pass,,Flavanones,Anacardiaceae,Semecarpus,Semecarpus anacardium,10.1016/S0031-9422(00)83184-2
ACAAVKGSTVOIQB-BASWHVEKSA-N,valid,2,1,1,1,False,O=C1/C(=C/c2cc(O)c(O)c(O)c2)Oc2cc(O)cc(O)c21,O=C1/C(=C/c2cc(O)c(O)c(O)c2)Oc2cc(O)cc(O)c21,O=C1/C(=C/c2cc(O)c(O)c(O)c2)Oc2cc(O)cc(O)c21,ACAAVKGSTVOIQB-BASWHVEKSA-N,1,False,,True,True,5,True,0,False,0,False,1,True,0,False,False,O=C1C(=Cc2ccccc2)Oc2ccccc21,CC1C(CC2CCCCC2)CC2CCCCC21,17,True,O=C1C(=Cc2ccccc2)Oc2ccccc21,O=C1C(=Cc2ccccc2)Oc2ccccc21,302.23800000000006,302.04265266,1.8307999999999995,127.45000000000002,0.0,5,7,3,2,1,22,0,1,0,True,none_of_selected_motifs,phenolic_OH+alpha_beta_unsaturated_carbonyl,ACAAVKGSTVOIQB-BASWHVEKSA-N,True,True,15,7,0,0,0,22,,False,False,False,False,False,False,True,pass,,Aurones,Rubiaceae,Ophiorrhiza,Ophiorrhiza blumeana;Ophiorrhiza bracteata,10.1039/A803547D;10.1071/C97055
ACAJJERRPMQMTK-JNDMVHLXSA-N,valid,1,1,1,1,False,CC(C)=CCc1cc(-c2oc3c(CC=C(C)C)c(O)c(O)cc3c2Cc2cc3c(c(CC=C(C)C)c2O)O[C@H]2c4cc(CC=C(C)C)c(O)cc4OC[C@@H]32)c(O)cc1O,CC(C)=CCc1cc(-c2oc3c(CC=C(C)C)c(O)c(O)cc3c2Cc2cc3c(c(CC=C(C)C)c2O)O[C@H]2c4cc(CC=C(C)C)c(O)cc4OC[C@@H]32)c(O)cc1O,CC(C)=CCc1cc(-c2oc3c(CC=C(C)C)c(O)c(O)cc3c2Cc2cc3c(c(CC=C(C)C)c2O)O[C@H]2c4cc(CC=C(C)C)c(O)cc4OC[C@@H]32)c(O)cc1O,ACAJJERRPMQMTK-JNDMVHLXSA-N,1,False,,True,True,6,True,0,False,4,True,0,False,0,False,False,c1ccc(-c2oc3ccccc3c2Cc2ccc3c(c2)C2COc4ccccc4C2O3)cc1,C1CCC(C2CC3CCCCC3C2CC2CCC3CC4C5CCCCC5CCC4C3C2)CC1,33,True,c1ccc(-c2oc3ccccc3c2Cc2ccc3c(c2)C2COc4ccccc4C2O3)cc1,c1ccc(-c2oc3ccccc3c2Cc2ccc3c(c2)C2COc4ccccc4C2O3)cc1,798.9730000000002,798.3767833080001,11.568699999999978,152.98000000000002,0.32,6,9,7,5,11,59,0,1,1,False,prenyl_like,phenolic_OH+prenyl_like,ACAJJERRPMQMTK-JNDMVHLXSA-N,True,True,50,9,0,0,0,59,,False,False,False,False,False,False,True,pass,,Pterocarpan,Fabaceae,Lespedeza,Lespedeza cyrtobotrya,10.1021/NP800535G
ACBMIOXLRKBKCN-UHFFFAOYSA-N,valid,1,1,1,1,False,COc1c(C)c(O)cc2c1C(=O)C(O)C(c1ccc(O)cc1)O2,COc1c(C)c(O)cc2c1C(=O)C(O)C(c1ccc(O)cc1)O2,COc1c(C)c(O)cc2c1C(=O)C(O)C(c1ccc(O)cc1)O2,ACBMIOXLRKBKCN-UHFFFAOYSA-N,1,False,,True,True,2,True,1,True,0,False,0,False,0,False,False,O=C1CC(c2ccccc2)Oc2ccccc21,CC1CC(C2CCCCC2)CC2CCCCC12,17,True,O=C1CC(c2ccccc2)Oc2ccccc21,O=C1CC(c2ccccc2)Oc2ccccc21,316.309,316.09468823199995,2.0921200000000004,96.22000000000001,0.23529411764705882,3,6,3,2,2,23,0,1,1,False,methoxy_aryl,phenolic_OH+methoxy_aryl,ACBMIOXLRKBKCN-UHFFFAOYSA-N,True,True,17,6,0,0,0,23,,False,False,False,False,False,False,True,pass,,Dihydroflavonols,Vochysiaceae,Qualea,Qualea labouriauana,10.1016/0031-9422(81)85112-6
ACBMIOXLRKBKCN-WBVHZDCISA-N,valid,1,1,1,1,False,COc1c(C)c(O)cc2c1C(=O)[C@@H](O)[C@H](c1ccc(O)cc1)O2,COc1c(C)c(O)cc2c1C(=O)[C@@H](O)[C@H](c1ccc(O)cc1)O2,COc1c(C)c(O)cc2c1C(=O)[C@@H](O)[C@H](c1ccc(O)cc1)O2,ACBMIOXLRKBKCN-WBVHZDCISA-N,1,False,,True,True,2,True,1,True,0,False,0,False,0,False,False,O=C1CC(c2ccccc2)Oc2ccccc21,CC1CC(C2CCCCC2)CC2CCCCC12,17,True,O=C1CC(c2ccccc2)Oc2ccccc21,O=C1CC(c2ccccc2)Oc2ccccc21,316.309,316.09468823199995,2.0921200000000004,96.22000000000001,0.23529411764705882,3,6,3,2,2,23,0,1,1,False,methoxy_aryl,phenolic_OH+methoxy_aryl,ACBMIOXLRKBKCN-WBVHZDCISA-N,True,True,17,6,0,0,0,23,,False,False,False,False,False,False,True,pass,,Dihydroflavonols,Vochysiaceae,Qualea,Qualea labouriauana,10.1016/0031-9422(81)85112-6
ACDFZTTZFFZFFC-BBDCKABLSA-N,valid,2,1,1,1,False,O=C(C=Cc1ccc(O)cc1)OC[C@@H]1O[C@@H](Oc2cc3oc(-c4cc(O[C@@H]5O[C@H](COC(=O)C=Cc6ccc(O)cc6)[C@@H](O)[C@@H](O)[C@@H]5O)c(O)c(O[C@@H]5O[C@H](COC(=O)C=Cc6ccc(O)cc6)[C@@H](O)[C@H](O)[C@H]5O)c4)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc-3c(=O)c2)[C@H](O)[C@@H](O)[C@@H]1O,O=C(C=Cc1ccc(O)cc1)OC[C@@H]1O[C@@H](Oc2cc3oc(-c4cc(O[C@@H]5O[C@H](COC(=O)C=Cc6ccc(O)cc6)[C@@H](O)[C@@H](O)[C@@H]5O)c(O)c(O[C@@H]5O[C@H](COC(=O)C=Cc6ccc(O)cc6)[C@@H](O)[C@H](O)[C@H]5O)c4)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc-3c(=O)c2)[C@H](O)[C@@H](O)[C@@H]1O,O=C(C=Cc1ccc(O)cc1)OC[C@@H]1O[C@@H](Oc2cc3oc(-c4cc(O[C@@H]5O[C@H](COC(=O)C=Cc6ccc(O)cc6)[C@@H](O)[C@@H](O)[C@@H]5O)c(O)c(O[C@@H]5O[C@H](COC(=O)C=Cc6ccc(O)cc6)[C@@H](O)[C@H](O)[C@H]5O)c4)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc-3c(=O)c2)[C@H](O)[C@@H](O)[C@@H]1O,ACDFZTTZFFZFFC-BBDCKABLSA-N,1,False,,True,True,4,True,0,False,0,False,3,True,4,True,True,O=C(C=Cc1ccccc1)OCC1CCCC(Oc2cc(OC3CCCC(COC(=O)C=Cc4ccccc4)O3)cc(-c3oc4cc(OC5CCCC(COC(=O)C=Cc6ccccc6)O5)cc(=O)c-4cc3OC3CCCCO3)c2)O1,CC(CCC1CCCCC1)CCC1CCCC(CC2CC(C)C3CC(CC4CCCCC4)C(C4CC(CC5CCCC(CCC(C)CCC6CCCCC6)C5)CC(CC5CCCC(CCC(C)CCC6CCCCC6)C5)C4)CC3C2)C1,81,True,O=C(C=Cc1ccccc1)OCC1CCCC(Oc2cc(OC3CCCC(COC(=O)C=Cc4ccccc4)O3)cc(-c3oc4cc(OC5CCCC(COC(=O)C=Cc6ccccc6)O5)cc(=O)c-4cc3OC3CCCCO3)c2)O1,O=C(C=Cc1ccccc1)OCC1CCCC(Oc2cc(OC3CCCC(COC(=O)C=Cc4ccccc4)O3)cc(-c3oc4cc(OC5CCCC(COC(=O)C=Cc6ccccc6)O5)cc(=O)c-4cc3OC3CCCCO3)c2)O1,1389.2370000000012,1388.3642846359996,-2.258299999999996,526.8600000000001,0.36363636363636365,17,33,10,4,22,99,0,1,1,False,probable_sugar_ring,phenolic_OH+alpha_beta_unsaturated_carbonyl+probable_sugar_ring,ACDFZTTZFFZFFC-BBDCKABLSA-N,True,True,66,33,0,0,0,99,,False,False,False,False,False,False,True,pass,,Anthocyanidins,Asphodelaceae,Dianella,Dianella nigra;Dianella tasmanica,10.1016/S0031-9422(01)00343-0
ACDSUMGMZHXCRO-UHFFFAOYSA-N,valid,6,1,1,1,False,COc1cc2oc(=O)c3c4ccc(O)cc4oc3c2c(OC)c1CC=C(C)C,COc1cc2oc(=O)c3c4ccc(O)cc4oc3c2c(OC)c1CC=C(C)C,COc1cc2oc(=O)c3c4ccc(O)cc4oc3c2c(OC)c1CC=C(C)C,ACDSUMGMZHXCRO-UHFFFAOYSA-N,1,False,,True,True,1,True,2,True,1,True,0,False,0,False,False,O=c1oc2ccccc2c2oc3ccccc3c12,CC1CC2CCCCC2C2CC3CCCCC3C12,18,True,O=c1oc2ccccc2c2oc3ccccc3c12,O=c1oc2ccccc2c2oc3ccccc3c12,380.39600000000024,380.12598836,4.923900000000002,82.04,0.22727272727272727,1,6,4,4,4,28,0,1,2,False,methoxy_aryl+prenyl_like,phenolic_OH+methoxy_aryl+prenyl_like,ACDSUMGMZHXCRO-UHFFFAOYSA-N,True,True,22,6,0,0,0,28,,False,False,False,False,False,False,True,pass,,Coumestan,Fabaceae,Glycyrrhiza,Glycyrrhiza;Glycyrrhiza uralensis,10.1016/S0024-3205(02)01864-7;10.1016/S0367-326X(03)00164-3;10.1021/NP058069D;10.1248/CPB.37.2239;10.3987/COM-89-5041;10.3987/COM-89-5281
ACDWEIMFJUNXIU-HOMLRZENSA-N,valid,1,1,1,1,False,CC(C)=CCC/C(C)=C/Cc1c(O)c(CC=C(C)C)cc([C@@H]2Oc3c(CC=C(C)C)c(O)cc(O)c3C(=O)[C@H]2O)c1O,CC(C)=CCC/C(C)=C/Cc1c(O)c(CC=C(C)C)cc([C@@H]2Oc3c(CC=C(C)C)c(O)cc(O)c3C(=O)[C@H]2O)c1O,CC(C)=CCC/C(C)=C/Cc1c(O)c(CC=C(C)C)cc([C@@H]2Oc3c(CC=C(C)C)c(O)cc(O)c3C(=O)[C@H]2O)c1O,ACDWEIMFJUNXIU-HOMLRZENSA-N,1,False,,True,True,4,True,0,False,4,True,0,False,0,False,False,O=C1CC(c2ccccc2)Oc2ccccc21,CC1CC(C2CCCCC2)CC2CCCCC12,17,True,O=C1CC(c2ccccc2)Oc2ccccc21,O=C1CC(c2ccccc2)Oc2ccccc21,576.7300000000004,576.308703748,7.438900000000008,127.45000000000002,0.4,5,7,3,2,10,42,0,1,1,False,prenyl_like,phenolic_OH+prenyl_like,ACDWEIMFJUNXIU-HOMLRZENSA-N,True,True,35,7,0,0,0,42,,False,False,False,False,False,False,True,pass,,Dihydroflavonols,Moraceae,Morus,Morus cathayana,10.3987/COM-95-7310
ACDWEIMFJUNXIU-UHFFFAOYSA-N,valid,1,1,1,1,False,CC(C)=CCCC(C)=CCc1c(O)c(CC=C(C)C)cc(C2Oc3c(CC=C(C)C)c(O)cc(O)c3C(=O)C2O)c1O,CC(C)=CCCC(C)=CCc1c(O)c(CC=C(C)C)cc(C2Oc3c(CC=C(C)C)c(O)cc(O)c3C(=O)C2O)c1O,CC(C)=CCCC(C)=CCc1c(O)c(CC=C(C)C)cc(C2Oc3c(CC=C(C)C)c(O)cc(O)c3C(=O)C2O)c1O,ACDWEIMFJUNXIU-UHFFFAOYSA-N,1,False,,True,True,4,True,0,False,4,True,0,False,0,False,False,O=C1CC(c2ccccc2)Oc2ccccc21,CC1CC(C2CCCCC2)CC2CCCCC12,17,True,O=C1CC(c2ccccc2)Oc2ccccc21,O=C1CC(c2ccccc2)Oc2ccccc21,576.7300000000004,576.308703748,7.438900000000008,127.45000000000002,0.4,5,7,3,2,10,42,0,1,1,False,prenyl_like,phenolic_OH+prenyl_like,ACDWEIMFJUNXIU-UHFFFAOYSA-N,True,True,35,7,0,0,0,42,,False,False,False,False,False,False,True,pass,,Dihydroflavonols,Moraceae,Morus,Morus cathayana,10.3987/COM-95-7310
